ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001193125-26-075565	0001480207	DoubleLine Funds Trust	811-22378	549300MUFFXFRMY0RH66	2002 North Tampa Street	Suite 200	Tampa	US-FL	US	33602	813-791-7333
0000894189-26-006095	0001976517	Roundhill ETF Trust	811-23887	5299005P0GRW4PIQ0W17	154 West 14th Street	2nd Floor	New York	US-NY	US	10011	855-561-5728
0000940400-26-008542	0000357059	Delaware Group Limited-Term Government Funds	811-03363	549300TW15BLCQFHDO16	100 Independence	610 Market Street	Philadelphia	US-PA	US	19106	800-523-1918
0001193125-26-075575	0001480207	DoubleLine Funds Trust	811-22378	549300MUFFXFRMY0RH66	2002 North Tampa Street	Suite 200	Tampa	US-FL	US	33602	813-791-7333
0000940400-26-008554	0000832566	ALGER PORTFOLIOS	811-05550	549300UKPZYN43DVIJ51	100 Pearl Street		New York	US-NY	US	10004-6030	212-806-8800
0000894189-26-006106	0001976517	Roundhill ETF Trust	811-23887	5299005P0GRW4PIQ0W17	154 West 14th Street	2nd Floor	New York	US-NY	US	10011	855-561-5728
0001004726-26-001106	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0000894189-26-006114	0001976517	Roundhill ETF Trust	811-23887	5299005P0GRW4PIQ0W17	154 West 14th Street	2nd Floor	New York	US-NY	US	10011	855-561-5728
0000894189-26-006119	0001976517	Roundhill ETF Trust	811-23887	5299005P0GRW4PIQ0W17	154 West 14th Street	2nd Floor	New York	US-NY	US	10011	855-561-5728
0001004726-26-001110	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0001004726-26-001105	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0000894189-26-006117	0001976517	Roundhill ETF Trust	811-23887	5299005P0GRW4PIQ0W17	154 West 14th Street	2nd Floor	New York	US-NY	US	10011	855-561-5728
0000894189-26-006228	0001359057	Manager Directed Portfolios	811-21897	549300WAC9XE08QLVP90	615 E. Michigan Street		Milwaukee	US-WI	US	53202	4145163123
0000894189-26-006273	0001359057	Manager Directed Portfolios	811-21897	549300WAC9XE08QLVP90	615 E. Michigan Street		Milwaukee	US-WI	US	53202	4145163123
0001004726-26-001108	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0001099263-26-002507	0000075170	T. ROWE PRICE SMALL-CAP STOCK FUND, INC.	811-00696	549300LEPRYPUMW24D82	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-002515	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-002527	0000819930	T. ROWE PRICE SCIENCE & TECHNOLOGY FUND, INC.	811-05299	549300U81RWJ5XN18V23	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0000894189-26-006274	0001359057	Manager Directed Portfolios	811-21897	549300WAC9XE08QLVP90	615 E. Michigan Street		Milwaukee	US-WI	US	53202	4145163123
0001099263-26-002528	0000834798	T. ROWE PRICE SMALL-CAP VALUE FUND, INC.	811-2215-99	549300QNTZKGOOXSAK62	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-002512	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-002537	0000902259	T. ROWE PRICE BLUE CHIP GROWTH FUND, INC.	811-07059	549300AFWM3W7E3ROZ97	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0002071691-26-007326	0000844779	BlackRock Funds	811-05742	549300OZUEVJZHOBFP42	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001410368-26-033029	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-033190	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0000894189-26-009560	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009592	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009563	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0001004726-26-002443	0001816125	Dimensional ETF Trust	811-23580	549300TQ0DPO13B72F34	6300 Bee Cave Road	Building One	Austin	US-TX	US	78746	512-306-7400
0001004726-26-002436	0000896162	The DFA Investment Trust Company	811-07436	549300FSKWEXKF6YBM56	6300 Bee Cave Road	Building One	Austin	US-TX	US	78746	512-306-7400
0001193125-26-128875	0001318342	INVESTMENT MANAGERS SERIES TRUST	811-21719	549300ESWU4ZNAH5Y054	235 WEST GALENA STREET		MILWAUKEE	US-WI	US	532123948	4142992000
0002048251-26-002398	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0000910472-26-004381	0001552947	Two Roads Shared Trust	811-22718	549300REHU8QC2CK4V30	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	402-895-1600
0000910472-26-004382	0001552947	Two Roads Shared Trust	811-22718	549300REHU8QC2CK4V30	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	402-895-1600
0000910472-26-004417	0001682662	Peachtree Alternative Strategies Fund	811-23184	549300XE6DTZ2CBOMR61	3060 Peachtree Road NW		Atlanta	US-GA	US	30305	800-657-3812
0001193125-26-130641	0001500234	Ironwood Multi-Strategy Fund LLC	811-22464	549300G04JS17T9ID646	One Market Plaza	Steuart Tower, Suite 2500	San Francisco	US-CA	US	94105	415-777-2400
0000880859-26-000063	0000880859	AIM International Mutual Funds (Invesco International Mutual Funds)	811-06463	549300CGSTEJJ7H1ET84	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001209466-26-000426	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0000725781-26-000051	0000725781	AIM Sector Funds (Invesco Sector Funds)	811-03826	C791731MUP758KD8DB31	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001209466-26-000423	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000577	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000579	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0000880859-26-000065	0000880859	AIM International Mutual Funds (Invesco International Mutual Funds)	811-06463	549300CGSTEJJ7H1ET84	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0000035402-26-000475	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000471	0000205323	Fidelity Commonwealth Trust	811-02546	RRU0WCSIEQVV8NJYCG61	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000480	0001303459	Fidelity Central Investment Portfolios LLC	811-21667	S2V1M15I679NQK6BNY65	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000478	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000484	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000479	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000482	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000483	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000487	0000751199	Fidelity Income Fund	811-04085	D66RCKM57LC8ELZCAY58	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000486	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-000488	0000795422	Fidelity Advisor Series II	811-04707	EIVUM2R16VT371T5KS40	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001410368-26-007032	0000809844	MFS HIGH YIELD MUNICIPAL TRUST	811-04992	A8WLLLHJKX1MW5QPZU93	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0000910472-26-000395	0001518042	NORTHERN LIGHTS FUND TRUST II	811-22549	549300TH7YXW5G2QY588	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001410368-26-007174	0000869365	SCHWAB INVESTMENTS	811-06200	549300V41RCJNTEW5K68	9800 Schwab Way		Lone Tree	US-CO	US	80124	800-648-5300
0001410368-26-007176	0001454889	SCHWAB STRATEGIC TRUST	811-22311	549300NAZEQOIX80E226	9800 Schwab Way		Lone Tree	US-CO	US	80124	800-648-5300
0001410368-26-007178	0000904333	SCHWAB CAPITAL TRUST	811-07704	549300PEK1H7N1HLC797	9800 Schwab Way		Lone Tree	US-CO	US	80124	800-648-5300
0001410368-26-007184	0002038383	Thornburg ETF Trust	811-24005	254900IY5G5O8L5LH268	2300 NORTH RIDGETOP ROAD		SANTA FE	US-NM	US	87506	505-984-0200
0001193125-26-022077	0001027596	Advisors Series Trust	811-07959	2549003Z0J6URS6I4Y63	615 East Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0000940400-26-002340	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-002405	0002042316	Victory Portfolios IV	811-24019	25490054DPU07WNNLY79	15935 LA CANTERA PARKWAY		SAN ANTONIO	US-TX	US	78256	210-697-3624
0002071691-26-000973	0001518557	NYLI MacKay DefinedTerm Muni Opportunities Fund	811-22551	549300AOV8XDBTKPOR64	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0000940400-26-002402	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0001084380-26-000407	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001084380-26-000410	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001635073-26-000167	0001635073	NuShares ETF Trust	811-23161	549300UWO63YZ5POLH71	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001193125-26-123038	0000877232	GREEN CENTURY FUNDS	811-06351	5493002BQCBLYN8LZD95	114 STATE STREET, SUITE 200		BOSTON	US-MA	US	02109	6174820800
0000898745-26-000413	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0001193125-26-123084	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0000898745-26-000418	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000421	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000414	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000420	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000429	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000419	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000423	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000428	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000424	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000437	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000430	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000431	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000436	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000433	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000898745-26-000439	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	711 High St		Des Moines	US-IA	US	50392	515-235-1719
0000940400-26-007117	0000877880	SIT MUTUAL FUNDS INC	811-06373	254900G3NOOZ0B3T2Q46	80 S. Eighth Street	Suite 3300	Minneapolis	US-MN	US	55402	612-332-3223
0000940400-26-007139	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0000940400-26-007143	0001046292	Goldman Sachs Variable Insurance Trust	811-08361	H39OGLUI7D5CIH8CZ870	200 West Street		New York	US-NY	US	10282	312-655-4400
0001410368-26-016217	0001046292	GOLDMAN SACHS VARIABLE INSURANCE TRUST	811-08361	H39OGLUI7D5CIH8CZ870	71 SOUTH WACKER DRIVE		CHICAGO	US-IL	US	60606	312-655-4400
0001410368-26-016237	0000822977	GOLDMAN SACHS TRUST	811-05349	S2FHCT8U6D2VORP0J605	71  SOUTH WACKER DRIVE	C/O GOLDMAN SACHS & CO	CHICAGO	US-IL	US	60606	312-655-4400
0000940400-26-007243	0000863520	Western Asset Funds Inc	811-06110	5493004NC00X8WKL1P34	620 Eighth Avenue	47th Floor	New York	US-NY	US	10018	1-877-721-1926
0002071691-26-004239	0001221845	BlackRock Allocation Target Shares	811-21457	549300R5YFYF3PL2MC94	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001410368-26-019681	0000872649	LOOMIS SAYLES FUNDS II	811-06241	5493007QOEDY6IHOTU14	888 BOYLSTON STREET	Suite 800	BOSTON	US-MA	US	02199-8197	617-449-2139
0000910472-26-004585	0000893759	Chesapeake Investment Trust	811-07324	549300YYVOELE4UZY964	285 Wilmington - West Chester Pike		Chadds Ford	US-PA	US	19317	1-800-430-3863
0001193125-26-132315	0000851680	Domini Investment Trust	811-05823	5493006VPRSG0L2XPG69	180 Maiden Lane	Suite 1302	New York	US-NY	US	10038	212-217-1100
0000910472-26-004636	0001545440	Ultimus Managers Trust	811-22680	549300FU214TAR7BFY91	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0002048251-26-001661	0001494928	RiverPark Funds Trust	811-22431	549300MZL2U4WJYG1566	156 WEST 56TH STREET	17TH FLOOR	NEW YORK	US-NY	US	10019	2124842100
0002048251-26-001665	0000890540	ADVISORS' INNER CIRCLE FUND II	811-07102	549300OEHDTB2ALCAX69	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0000894189-26-006853	0001131042	GPS Funds I	811-10267	549300C07FJ85ION4I28	1655 Grant Street	10th Floor	Concord	US-CA	US	94520	800-664-5345
0000894189-26-006848	0001131042	GPS Funds I	811-10267	549300C07FJ85ION4I28	1655 Grant Street	10th Floor	Concord	US-CA	US	94520	800-664-5345
0002048251-26-001670	0000890540	ADVISORS' INNER CIRCLE FUND II	811-07102	549300OEHDTB2ALCAX69	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0000894189-26-006852	0001504079	GPS Funds II	811-22486	549300EMT7QA1K47T038	1655 Grant Street	10th Floor	Concord	US-CA	US	94520	800-664-5345
0001162044-26-000176	0001003924	MANOR INVESTMENT FUNDS INC	811-09134	54930075Y0PMEKVYCW19	15 Chester Commons		Malvern	US-PA	US	19355	610-722-0900
0002048251-26-001667	0001494928	RiverPark Funds Trust	811-22431	549300MZL2U4WJYG1566	156 WEST 56TH STREET	17TH FLOOR	NEW YORK	US-NY	US	10019	2124842100
0002048251-26-001674	0000925737	BISHOP STREET FUNDS	811-08572	549300PJBGM1ITQUV329	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	6107673204
0001162044-26-000170	0001281790	FRANK FUNDS	811-21532	549300LBDAM02QHSWS48	781 Crandon Blvd.	Unit 602	Key Biscayne	US-FL	US	33149	973-887-7698
0001193125-26-081555	0001047112	MARSICO INVESTMENT FUND	811-08397	549300LEFMW3ORSVK602	1200 17TH STREET, SUITE 1700		DENVER	US-CO	US	80202	3034545600
0002071691-26-005293	0001818416	First Eagle Credit Opportunities Fund	811-23592	549300K4XYBF9JAM1U67	1345 Avenue of the Americas		New York	US-NY	US	10105	800-334-2143
0001162044-26-000179	0001003924	MANOR INVESTMENT FUNDS INC	811-09134	54930075Y0PMEKVYCW19	15 Chester Commons		Malvern	US-PA	US	19355	610-722-0900
0001193125-26-081552	0001047112	MARSICO INVESTMENT FUND	811-08397	549300LEFMW3ORSVK602	1200 17TH STREET, SUITE 1700		DENVER	US-CO	US	80202	3034545600
0002071691-26-005294	0001000249	First Eagle Variable Funds	811-09092	549300UMXVN8SCEUS118	1345 Avenue of the Americas		New York	US-NY	US	10105	800-334-2143
0001592900-26-001010	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001013	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0002048251-26-001669	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001592900-26-001011	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001017	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001000	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0001592900-26-001016	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	3803 West Chester Pike	Suite 150	Newtown Square	US-PA	US	19073	2158829983
0000940400-26-012052	0000793159	Prudential Global Total Return Fund, Inc.	811-04661	549300X4XNCFYMTTNX09	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0000940400-26-012049	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0000940400-26-012050	0001051562	Prudential Investment Portfolios 12	811-08565	549300TIDSYQDWW4LP02	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0000940400-26-012080	0000882443	AMG Funds I	811-06520	549300SY4O1O812XWI71	680 Washington Blvd.	Suite 500	Stamford	US-CT	US	06901	800-548-4539
0000940400-26-012075	0000912036	AMG Funds IV	811-08004	549300GH0NIEG9OLBH26	680 Washington Blvd.	Suite 500	Stamford	US-CT	US	06901	800-548-4539
0000940400-26-012056	0000793159	Prudential Global Total Return Fund, Inc.	811-04661	549300X4XNCFYMTTNX09	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0000940400-26-012079	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0000940400-26-012086	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0000940400-26-012076	0000882443	AMG Funds I	811-06520	549300SY4O1O812XWI71	680 Washington Blvd.	Suite 500	Stamford	US-CT	US	06901	800-548-4539
0000940400-26-012081	0000912036	AMG Funds IV	811-08004	549300GH0NIEG9OLBH26	680 Washington Blvd.	Suite 500	Stamford	US-CT	US	06901	800-548-4539
0000940400-26-012077	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0000894189-26-010254	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010249	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010256	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010255	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010262	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010258	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010268	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010261	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0001003715-26-001138	0001879238	BondBloxx ETF Trust	811-23731	549300M0XBJH5H5NJQ95	700 Larkspur Landing Circle, Suite 250	NULL	Larkspur	US-CA	US	94939	800-896-5089
0001003715-26-001143	0001879238	BondBloxx ETF Trust	811-23731	549300M0XBJH5H5NJQ95	700 Larkspur Landing Circle, Suite 250	NULL	Larkspur	US-CA	US	94939	800-896-5089
